Regions,Gender,Age_group,Deaths
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,1
Atlantic Region,Female,0 to 19 years,29
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,5
Atlantic Region,Female,0 to 19 years,24
Atlantic Region,Female,0 to 19 years,2124
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,1884
Atlantic Region,Female,0 to 19 years,240
Atlantic Region,Female,0 to 19 years,1134
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,1134
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,30
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,29
Atlantic Region,Female,0 to 19 years,1
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,30
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,29
Atlantic Region,Female,0 to 19 years,1
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,7056
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,6991
Atlantic Region,Female,0 to 19 years,65
Atlantic Region,Female,0 to 19 years,2
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,2
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,40
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,39
Atlantic Region,Female,0 to 19 years,1
Atlantic Region,Female,0 to 19 years,3818
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,3754
Atlantic Region,Female,0 to 19 years,64
Atlantic Region,Female,0 to 19 years,3196
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,0 to 19 years,3196
Atlantic Region,Female,0 to 19 years,0
Atlantic Region,Female,20 to 29 years,15124
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,13524
Atlantic Region,Female,20 to 29 years,1600
Atlantic Region,Female,20 to 29 years,13
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,9
Atlantic Region,Female,20 to 29 years,4
Atlantic Region,Female,20 to 29 years,35
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,30
Atlantic Region,Female,20 to 29 years,5
Atlantic Region,Female,20 to 29 years,8371
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,6781
Atlantic Region,Female,20 to 29 years,1590
Atlantic Region,Female,20 to 29 years,6705
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,6704
Atlantic Region,Female,20 to 29 years,1
Atlantic Region,Female,20 to 29 years,5556
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,4024
Atlantic Region,Female,20 to 29 years,1532
Atlantic Region,Female,20 to 29 years,10
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,6
Atlantic Region,Female,20 to 29 years,4
Atlantic Region,Female,20 to 29 years,13
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,8
Atlantic Region,Female,20 to 29 years,5
Atlantic Region,Female,20 to 29 years,3530
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,2008
Atlantic Region,Female,20 to 29 years,1522
Atlantic Region,Female,20 to 29 years,2003
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,2002
Atlantic Region,Female,20 to 29 years,1
Atlantic Region,Female,20 to 29 years,44
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,41
Atlantic Region,Female,20 to 29 years,3
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,44
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,41
Atlantic Region,Female,20 to 29 years,3
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,9524
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,9459
Atlantic Region,Female,20 to 29 years,65
Atlantic Region,Female,20 to 29 years,3
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,3
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,22
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,22
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,4797
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,4732
Atlantic Region,Female,20 to 29 years,65
Atlantic Region,Female,20 to 29 years,4702
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,20 to 29 years,4702
Atlantic Region,Female,20 to 29 years,0
Atlantic Region,Female,30 to 39 years,15079
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,13261
Atlantic Region,Female,30 to 39 years,1818
Atlantic Region,Female,30 to 39 years,16
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,11
Atlantic Region,Female,30 to 39 years,5
Atlantic Region,Female,30 to 39 years,44
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,34
Atlantic Region,Female,30 to 39 years,10
Atlantic Region,Female,30 to 39 years,7645
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,5842
Atlantic Region,Female,30 to 39 years,1803
Atlantic Region,Female,30 to 39 years,7374
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,7374
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,5772
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,4026
Atlantic Region,Female,30 to 39 years,1746
Atlantic Region,Female,30 to 39 years,10
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,5
Atlantic Region,Female,30 to 39 years,5
Atlantic Region,Female,30 to 39 years,28
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,18
Atlantic Region,Female,30 to 39 years,10
Atlantic Region,Female,30 to 39 years,3260
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,1529
Atlantic Region,Female,30 to 39 years,1731
Atlantic Region,Female,30 to 39 years,2474
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,2474
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,43
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,42
Atlantic Region,Female,30 to 39 years,1
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,43
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,42
Atlantic Region,Female,30 to 39 years,1
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,9264
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,9193
Atlantic Region,Female,30 to 39 years,71
Atlantic Region,Female,30 to 39 years,6
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,6
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,16
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,16
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,4342
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,4271
Atlantic Region,Female,30 to 39 years,71
Atlantic Region,Female,30 to 39 years,4900
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,30 to 39 years,4900
Atlantic Region,Female,30 to 39 years,0
Atlantic Region,Female,40 to 49 years,14243
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,12518
Atlantic Region,Female,40 to 49 years,1725
Atlantic Region,Female,40 to 49 years,29
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,21
Atlantic Region,Female,40 to 49 years,8
Atlantic Region,Female,40 to 49 years,71
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,58
Atlantic Region,Female,40 to 49 years,13
Atlantic Region,Female,40 to 49 years,7050
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,5346
Atlantic Region,Female,40 to 49 years,1704
Atlantic Region,Female,40 to 49 years,7093
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,7093
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,5367
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,3728
Atlantic Region,Female,40 to 49 years,1639
Atlantic Region,Female,40 to 49 years,18
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,10
Atlantic Region,Female,40 to 49 years,8
Atlantic Region,Female,40 to 49 years,35
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,23
Atlantic Region,Female,40 to 49 years,12
Atlantic Region,Female,40 to 49 years,3003
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,1384
Atlantic Region,Female,40 to 49 years,1619
Atlantic Region,Female,40 to 49 years,2311
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,2311
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,37
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,29
Atlantic Region,Female,40 to 49 years,8
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,36
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,28
Atlantic Region,Female,40 to 49 years,8
Atlantic Region,Female,40 to 49 years,1
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,1
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,8839
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,8761
Atlantic Region,Female,40 to 49 years,78
Atlantic Region,Female,40 to 49 years,11
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,11
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,36
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,35
Atlantic Region,Female,40 to 49 years,1
Atlantic Region,Female,40 to 49 years,4011
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,3934
Atlantic Region,Female,40 to 49 years,77
Atlantic Region,Female,40 to 49 years,4781
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,40 to 49 years,4781
Atlantic Region,Female,40 to 49 years,0
Atlantic Region,Female,50 to 59 years,14651
Atlantic Region,Female,50 to 59 years,22
Atlantic Region,Female,50 to 59 years,12972
Atlantic Region,Female,50 to 59 years,1657
Atlantic Region,Female,50 to 59 years,74
Atlantic Region,Female,50 to 59 years,14
Atlantic Region,Female,50 to 59 years,51
Atlantic Region,Female,50 to 59 years,9
Atlantic Region,Female,50 to 59 years,143
Atlantic Region,Female,50 to 59 years,2
Atlantic Region,Female,50 to 59 years,115
Atlantic Region,Female,50 to 59 years,26
Atlantic Region,Female,50 to 59 years,6522
Atlantic Region,Female,50 to 59 years,5
Atlantic Region,Female,50 to 59 years,4896
Atlantic Region,Female,50 to 59 years,1621
Atlantic Region,Female,50 to 59 years,7912
Atlantic Region,Female,50 to 59 years,1
Atlantic Region,Female,50 to 59 years,7910
Atlantic Region,Female,50 to 59 years,1
Atlantic Region,Female,50 to 59 years,4801
Atlantic Region,Female,50 to 59 years,12
Atlantic Region,Female,50 to 59 years,3261
Atlantic Region,Female,50 to 59 years,1528
Atlantic Region,Female,50 to 59 years,34
Atlantic Region,Female,50 to 59 years,6
Atlantic Region,Female,50 to 59 years,19
Atlantic Region,Female,50 to 59 years,9
Atlantic Region,Female,50 to 59 years,62
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,40
Atlantic Region,Female,50 to 59 years,22
Atlantic Region,Female,50 to 59 years,2696
Atlantic Region,Female,50 to 59 years,5
Atlantic Region,Female,50 to 59 years,1194
Atlantic Region,Female,50 to 59 years,1497
Atlantic Region,Female,50 to 59 years,2009
Atlantic Region,Female,50 to 59 years,1
Atlantic Region,Female,50 to 59 years,2008
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,38
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,37
Atlantic Region,Female,50 to 59 years,1
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,1
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,1
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,37
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,36
Atlantic Region,Female,50 to 59 years,1
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,9812
Atlantic Region,Female,50 to 59 years,10
Atlantic Region,Female,50 to 59 years,9674
Atlantic Region,Female,50 to 59 years,128
Atlantic Region,Female,50 to 59 years,40
Atlantic Region,Female,50 to 59 years,8
Atlantic Region,Female,50 to 59 years,32
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,80
Atlantic Region,Female,50 to 59 years,2
Atlantic Region,Female,50 to 59 years,74
Atlantic Region,Female,50 to 59 years,4
Atlantic Region,Female,50 to 59 years,3789
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,3666
Atlantic Region,Female,50 to 59 years,123
Atlantic Region,Female,50 to 59 years,5903
Atlantic Region,Female,50 to 59 years,0
Atlantic Region,Female,50 to 59 years,5902
Atlantic Region,Female,50 to 59 years,1
Atlantic Region,Female,60 to 69 years,9795
Atlantic Region,Female,60 to 69 years,78
Atlantic Region,Female,60 to 69 years,8733
Atlantic Region,Female,60 to 69 years,984
Atlantic Region,Female,60 to 69 years,124
Atlantic Region,Female,60 to 69 years,24
Atlantic Region,Female,60 to 69 years,82
Atlantic Region,Female,60 to 69 years,18
Atlantic Region,Female,60 to 69 years,217
Atlantic Region,Female,60 to 69 years,11
Atlantic Region,Female,60 to 69 years,166
Atlantic Region,Female,60 to 69 years,40
Atlantic Region,Female,60 to 69 years,4504
Atlantic Region,Female,60 to 69 years,34
Atlantic Region,Female,60 to 69 years,3545
Atlantic Region,Female,60 to 69 years,925
Atlantic Region,Female,60 to 69 years,4950
Atlantic Region,Female,60 to 69 years,9
Atlantic Region,Female,60 to 69 years,4940
Atlantic Region,Female,60 to 69 years,1
Atlantic Region,Female,60 to 69 years,2673
Atlantic Region,Female,60 to 69 years,41
Atlantic Region,Female,60 to 69 years,1781
Atlantic Region,Female,60 to 69 years,851
Atlantic Region,Female,60 to 69 years,58
Atlantic Region,Female,60 to 69 years,11
Atlantic Region,Female,60 to 69 years,30
Atlantic Region,Female,60 to 69 years,17
Atlantic Region,Female,60 to 69 years,80
Atlantic Region,Female,60 to 69 years,3
Atlantic Region,Female,60 to 69 years,40
Atlantic Region,Female,60 to 69 years,37
Atlantic Region,Female,60 to 69 years,1525
Atlantic Region,Female,60 to 69 years,24
Atlantic Region,Female,60 to 69 years,704
Atlantic Region,Female,60 to 69 years,797
Atlantic Region,Female,60 to 69 years,1010
Atlantic Region,Female,60 to 69 years,3
Atlantic Region,Female,60 to 69 years,1007
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,38
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,38
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,36
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,36
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,2
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,2
Atlantic Region,Female,60 to 69 years,0
Atlantic Region,Female,60 to 69 years,7084
Atlantic Region,Female,60 to 69 years,37
Atlantic Region,Female,60 to 69 years,6914
Atlantic Region,Female,60 to 69 years,133
Atlantic Region,Female,60 to 69 years,66
Atlantic Region,Female,60 to 69 years,13
Atlantic Region,Female,60 to 69 years,52
Atlantic Region,Female,60 to 69 years,1
Atlantic Region,Female,60 to 69 years,137
Atlantic Region,Female,60 to 69 years,8
Atlantic Region,Female,60 to 69 years,126
Atlantic Region,Female,60 to 69 years,3
Atlantic Region,Female,60 to 69 years,2943
Atlantic Region,Female,60 to 69 years,10
Atlantic Region,Female,60 to 69 years,2805
Atlantic Region,Female,60 to 69 years,128
Atlantic Region,Female,60 to 69 years,3938
Atlantic Region,Female,60 to 69 years,6
Atlantic Region,Female,60 to 69 years,3931
Atlantic Region,Female,60 to 69 years,1
Atlantic Region,Female,70 to 79 years,6787
Atlantic Region,Female,70 to 79 years,172
Atlantic Region,Female,70 to 79 years,5709
